Player ID,FullName,Primary Position,Secondary Position,Team,Age
5031c486-f215-400a-b365-d49c3cc5f211,Nicholas Diaz,RP,SP,Pittsburgh Bears,34
393245a6-eea9-498f-a86e-ca4228d40c78,Joseph Baker,C,3B,Pittsburgh Bears,23
b60e9bff-fa4a-4681-a8be-9d1aed87361f,Jordan Owens,1B,LF,Pittsburgh Bears,21
eea90011-f9fe-4f25-a90a-bef6007dd75b,Thomas Parker,2B,C,Pittsburgh Bears,24
edd36e05-e31c-47ba-ab79-ab51277ca03e,Thomas Morris,3B,SS,Pittsburgh Bears,26
aacca394-cdeb-4c71-9a57-6d3b8b635928,Mark Carter,SS,DH,Pittsburgh Bears,19
abaaa791-a055-468f-91ad-0c59a9414e47,Thomas Johnson,LF,C,Pittsburgh Bears,38
677286af-cf1c-4274-ba3b-39caf5480ab7,Thomas Diaz,CF,RP,Pittsburgh Bears,29
b664415f-84fb-428d-80e3-c53df3a8b372,Daniel Foster,SP,C,Charlotte Storm,32
d22767c4-90bb-4a9f-b622-e07a76002ac8,Robert Reed,SP,1B,Charlotte Storm,21
247e9034-3fd7-44a4-8644-2943125dd4f0,Matthew Reed,SP,1B,Charlotte Storm,27
8748f544-da9b-43e0-aa70-bdb858c107dd,Samuel Turner,SP,RF,Charlotte Storm,23
fc85448a-bf83-4a96-98ac-76d5a07332f9,William Owens,SP,DH,Charlotte Storm,29
7d5580b9-aec8-44f9-b6c8-915a9cb3c6f3,Thomas Sanchez,RP,2B,Charlotte Storm,32
659df36b-a030-4771-b1ff-87d6fa71fab2,Daniel Walker,RP,SS,Charlotte Storm,35
2375f6cf-17b4-4d41-ba16-f26b6bf968d1,John Foster,RP,DH,Charlotte Storm,34
6ef48043-1a37-46fd-b971-4581c120c670,Ryan Walker,RP,RF,Charlotte Storm,20
af2c66e3-cc18-4e1d-a578-94670efd7423,Ryan Garcia,RP,1B,Charlotte Storm,30
b2b41eeb-8c53-496e-85c1-f1ecc6101347,Daniel Edwards,RP,SP,Charlotte Storm,34
c152ab6e-8951-449f-ae2e-48c8bba944c9,Samuel Garcia,RP,C,Charlotte Storm,27
e1924162-daa9-4820-a7ce-bc2479cc77e2,Nicholas Reed,RP,RF,Charlotte Storm,31
7077750f-0432-476b-8ddb-7ef5a67c0ad5,Thomas Johnson,C,2B,Charlotte Storm,30
4bd2e9ef-ba01-4e9a-962c-0ba8f0414876,James Hayes,1B,3B,Charlotte Storm,21
c03cd2fa-51c0-4532-9e98-e0713449b65e,Thomas Garcia,2B,C,Charlotte Storm,23
98749a2c-421d-44e1-92d8-27b031b30b26,Samuel Hayes,3B,DH,Charlotte Storm,38
d722479e-65f6-4276-ab8f-bc7aed0266dc,William Morris,SS,LF,Charlotte Storm,36
c219acf3-4083-4c13-8f46-338b5e9d7acd,Mark Edwards,LF,C,Charlotte Storm,22
1ec0d251-5b81-4543-9451-deccf5322c49,Samuel King,CF,DH,Charlotte Storm,21
ad56a778-ab52-4c00-b8f3-cb0374a8b7fc,Jordan Walker,RF,C,Charlotte Storm,24
8c88cead-ceae-490d-a095-fae1559d3da9,Anthony Diaz,DH,3B,Charlotte Storm,24
19361ede-bbb5-4347-89e1-9820ada35356,Tyler Carter,C,1B,Charlotte Storm,25
e8456ca7-f189-4468-beef-b0a1f84c3fd8,John Walker,1B,2B,Charlotte Storm,20
4fe87b7b-ce85-4d37-8f4e-c92a8a456bf0,Michael Nelson,2B,DH,Charlotte Storm,30
0db9f42a-c43a-4191-92e3-25418543e191,Mark Baker,3B,2B,Charlotte Storm,21
6b3e7a1c-edfd-4df7-a15d-70e641f44212,Joseph Reed,SS,C,Charlotte Storm,21
e25836b5-6fe1-4115-b594-e23fb05c0d09,Thomas Walker,LF,RF,Charlotte Storm,28
239f3b25-2a29-4bea-9aa5-22b87ff57cb4,Joshua Baker,CF,2B,Charlotte Storm,26
8bc95c4c-89a4-4630-87fc-3bde72a5c147,David Reed,RF,CF,Charlotte Storm,35
6b6cba3c-f80f-4562-8912-89110274ea1e,Samuel Johnson,DH,1B,Charlotte Storm,20
69e6e7fc-69d4-4f3f-b106-639146404cb8,Mark Diaz,SP,DH,Charlotte Storm,30
4ff6a811-3e2c-429c-b53e-29447891ecf9,James Adams,RP,C,Charlotte Storm,24
af3598d8-056b-454c-81a0-05291f0bab6b,Nicholas Diaz,C,CF,Charlotte Storm,36
1c3d877b-fca6-4bd8-b368-6cd28a1da328,Nicholas Turner,1B,RP,Charlotte Storm,32
e0ec5224-ab7d-43da-bbbc-506d4c474dc2,Robert Foster,2B,RP,Charlotte Storm,36
fdfc207f-9f30-40d4-8349-c354b9ebea50,Anthony Lopez,3B,RF,Charlotte Storm,19
03d8c9b2-bd40-4c56-832e-dcc72b28a27c,Nicholas Parker,SS,SP,Charlotte Storm,25
c571b492-fe87-4658-8b94-4a99abb64509,Samuel Turner,LF,CF,Charlotte Storm,21
68e98743-6097-4cc6-bb65-e0567d61ba4c,Jordan Carter,CF,LF,Charlotte Storm,22
1c0bc8b6-e2b2-42bd-b1c9-f85bfab9a3c3,James Johnson,SP,C,Denver Comets,26
0057800d-0f37-4d5c-b30b-6a34d0f063c6,Samuel Garcia,SP,RF,Denver Comets,28
647d3d7d-0fe3-49f9-b5e5-d3997a50d8d5,Anthony Garcia,SP,CF,Denver Comets,25
ae9a5773-eb09-46e7-896b-4bcd100ebff8,Brandon Adams,SP,CF,Denver Comets,33
adb7f60f-b368-4807-8184-354ab4e7b6cf,Mark Foster,SP,LF,Denver Comets,38
39057e7c-d786-4e5f-bc7e-e07660533974,Matthew Parker,RP,DH,Denver Comets,23
b6c913c7-fa75-4b5b-85b4-146a62c97d42,William Nelson,RP,2B,Denver Comets,35
e7a5b032-2170-48ed-b7ff-5278eca0cb1b,Mark Irving,RP,SP,Denver Comets,31
b3685a69-3dcc-4489-a49a-299744fb4ead,Thomas Parker,RP,CF,Denver Comets,31
81299f6f-edd8-43a5-8e82-59a9fddaccf4,Michael King,RP,SP,Denver Comets,23
689699d4-09e7-458d-a6fa-af52935c9f5b,Brandon Diaz,RP,SS,Denver Comets,27
c4148409-b579-4f6f-bae2-9fba7570051f,Michael Johnson,RP,SS,Denver Comets,38
5f4dee74-ac54-479f-bb18-a40dfb1a868b,David Sanchez,RP,LF,Denver Comets,31
d24694fb-67a8-4d25-a28d-bcc9062b79ee,Andrew Morris,C,RF,Denver Comets,23
5e7254d3-94c6-4c6b-8be6-af81f5c91a06,Joshua Sanchez,1B,2B,Denver Comets,24
c82f8839-0498-4743-9360-02395be4fa7d,John Turner,2B,RP,Denver Comets,20
15c829a5-5d57-45fe-a3ea-8d04cd10729c,Thomas Walker,3B,RP,Denver Comets,21
f702a3ff-86cd-4f07-8c60-5736460f87ed,Thomas Adams,SS,CF,Denver Comets,19
e54882c1-fedd-4f11-89a0-802f88e27eea,Thomas Garcia,LF,C,Denver Comets,24
3a8ac774-99d0-4658-bb64-234092a57399,Joseph Hayes,CF,C,Denver Comets,33
2f08a98b-faf7-4759-ae6a-4e09c024d437,William Foster,RF,LF,Denver Comets,33
3eb8ff8d-3eac-4a71-ad2b-6fd673963bce,Brandon Garcia,DH,C,Denver Comets,33
3826a9f6-0509-480e-94bd-8918932954d6,John Irving,C,RP,Denver Comets,25
220f95e7-c08e-4ccd-b6bf-314d2a809e52,Thomas Morris,1B,2B,Denver Comets,38
1355ed27-001b-461c-ad8b-b80aa33c9fd4,David Hayes,2B,C,Denver Comets,23
85e28873-0d2b-4fa4-926c-4d96f662691e,Matthew Garcia,3B,RF,Denver Comets,23
581a3173-a003-4277-b46a-bc7c083ea66e,David Lopez,SS,2B,Denver Comets,24
1f44ddce-d306-49d5-ac9b-b68d0c3ed892,Anthony Irving,LF,RP,Denver Comets,25
7cdebe1e-6930-4088-abbb-356c9a94bc16,Nicholas Irving,CF,C,Denver Comets,34
abd1b471-fccd-4c77-81cd-d39affe78981,Joseph Diaz,RF,2B,Denver Comets,19
52323625-168b-4c7f-84a4-b2708abe008b,Jordan Edwards,DH,C,Denver Comets,38
9ed78793-4f84-4b7d-8f46-4998356d9d4f,John Foster,SP,CF,Denver Comets,33
d9770e86-0df9-43c3-88bc-076bcf5d6601,Michael Carter,RP,C,Denver Comets,37
fbe9376e-dd96-4f65-835c-d4d38f539be1,David Sanchez,C,3B,Denver Comets,36
3157cd30-3e89-4b76-bdfa-b35b0ae6e537,Joshua Garcia,1B,LF,Denver Comets,25
1e6f5b3f-5f76-4d47-b883-26ec9f2b2be1,John Parker,2B,3B,Denver Comets,32
3a27d289-ef42-4d26-9526-39e138891ca4,Matthew Nelson,3B,CF,Denver Comets,38
366343ab-5423-4200-b35a-cc941ca4f190,Mark Garcia,SS,RF,Denver Comets,20
5febef76-1429-45bf-b4e0-ce3433fe0b6c,Michael Baker,LF,2B,Denver Comets,24
269e7e96-5230-44c2-ade2-a95d11e6442c,Joseph Morris,CF,1B,Denver Comets,19
49cf3142-7d03-4fb0-80c6-ef1c4c73e9f3,Jordan King,SP,C,Houston Knights,27
b4b8fd12-0740-4f9e-a97b-70e6b4e35287,Daniel Walker,SP,C,Houston Knights,37
e9504c5d-dd7b-43b6-9c6b-bc3e32f2104c,Michael Carter,SP,1B,Houston Knights,19
42afbf28-6c47-4f80-858d-f01d22f111dc,Nicholas Turner,SP,RP,Houston Knights,22
da47e106-32d1-4deb-8edc-3ed8e2475bf7,James Garcia,SP,SS,Houston Knights,27
f8b30030-8e28-4113-948d-29bf353dac2e,Nicholas Morris,RP,1B,Houston Knights,36
fc3549fb-0144-48ed-a4e6-3ba759ece3a5,Matthew Turner,RP,RF,Houston Knights,23
06fade43-ec8f-42e5-8421-87067966c811,Mark Walker,RP,LF,Houston Knights,19
70218e9f-fdad-492f-be95-b3bf71b1ab69,William Irving,RP,3B,Houston Knights,30
85432ab7-58e9-4d13-acd7-8b58f10e20a4,Joshua Parker,RP,2B,Houston Knights,28
e7a0a525-cbbe-4f4e-8c08-37aab7a603be,Andrew Lopez,RP,DH,Houston Knights,27
3797f4cd-63a8-43a1-a33b-32995ee6c56c,William Morris,RP,3B,Houston Knights,23
755aea19-57f2-4d9c-8b68-91ecafa5dc1f,Robert Carter,RP,2B,Houston Knights,19
3ec533e1-6367-4193-b172-189777108ade,Robert Owens,C,3B,Houston Knights,25
51dd9a3c-2163-42a9-ab1a-45d551dacbb6,Joseph Edwards,1B,RP,Houston Knights,28
606ac65a-e32d-4888-8a72-ec2aaff271ec,William Reed,2B,SS,Houston Knights,23
1a489138-eec4-4f78-968c-820aec7a0ddc,Mark Baker,3B,DH,Houston Knights,25
18c1c9b2-7364-4105-bf57-3a34c4cded9b,Mark Hayes,SS,LF,Houston Knights,23
2584d636-2536-4596-a82e-2d03b5cc5fef,James Adams,LF,DH,Houston Knights,22
4a9f77ff-8c8e-483a-a7f6-9b4fed990778,Tyler Owens,CF,RF,Houston Knights,36
77bcdb36-4f5d-44ff-9459-8d1b66b24583,Mark King,RF,C,Houston Knights,28
b4221486-b5ad-4a3a-8dfa-bb78353b88d3,Ryan King,DH,SP,Houston Knights,28
eb42e372-4f29-4a69-bf6e-d8231b2a323d,Michael Adams,C,3B,Houston Knights,27
2904e66c-42c9-478a-8fc8-a0a183bb96bf,Brandon Parker,1B,3B,Houston Knights,35
7c77b303-4450-4027-8461-1603e7365c76,William Lopez,2B,SP,Houston Knights,21
ed26f08f-ee37-47cd-8fd7-cb31c695dd6d,Tyler Walker,3B,RF,Houston Knights,34
14a9aba4-ce67-4467-80b8-691ddbd9c871,Andrew Adams,SS,RP,Houston Knights,21
ecf95b3e-64ab-4122-a826-2a002397aeed,Jordan Baker,LF,SS,Houston Knights,30
4bea61fb-e73e-4dba-87df-e4fd04f819c8,Andrew Baker,CF,SP,Houston Knights,32
e2eac20f-bb12-4bbf-a3c3-3427e520b893,Ryan Turner,RF,LF,Houston Knights,19
0038f0d7-dcfb-4f34-a600-584f9103620f,Michael Garcia,DH,1B,Houston Knights,29
ce539505-b490-4904-9b71-0ed0cb4529d5,Robert Baker,SP,3B,Houston Knights,23
a71054e3-63ea-44c0-9690-f38fcc3315b3,Ryan Walker,RP,SP,Houston Knights,23
afe0a949-34ad-4564-9094-bf8bfeeedd35,Brandon Johnson,C,1B,Houston Knights,31
7726d7db-9a24-4979-9b89-6c56bf8a31f3,Brandon Garcia,1B,SP,Houston Knights,32
d74f2eea-6f31-499b-a590-331b135cc2e2,Mark Parker,2B,CF,Houston Knights,20
2bf140d9-3783-4754-bced-fc754c0e0f32,Anthony Nelson,3B,SP,Houston Knights,34
75eca3fe-dc73-4bb0-bc64-471033019ed8,Jordan Morris,SS,1B,Houston Knights,25
6e134662-e441-4efc-a3df-45116a16d49b,John Reed,LF,RP,Houston Knights,29
ca1309e2-fd2a-4f03-8566-689a66ae9541,Tyler Carter,CF,RF,Houston Knights,30
84c100ed-e5ba-4875-a105-96eb159b60a5,Joshua Owens,SP,SS,Indianapolis Anchors,38
80261ff1-20fb-40ff-b721-2222dc6a886c,Michael Edwards,SP,CF,Indianapolis Anchors,21
9cb3a004-2300-403c-916b-e8aeb5992fda,James Foster,SP,RF,Indianapolis Anchors,27
5b8118c7-4382-4db5-813f-e23cb59aef70,John Sanchez,SP,SS,Indianapolis Anchors,27
5abd4322-cc72-4f3b-bad1-a81b7d8dc15a,Nicholas Baker,SP,RP,Indianapolis Anchors,28
54bb0a75-1564-497e-9dc4-a1bace1217b2,William Lopez,RP,3B,Indianapolis Anchors,21
4ffe25ce-5911-4637-a88c-98405434b1a7,Tyler Morris,RP,1B,Indianapolis Anchors,20
5b6bc828-8723-4426-8e55-998f66b6efc3,Anthony King,RP,RF,Indianapolis Anchors,33
86f93460-9dfb-4248-8773-cbb61c4f794e,Andrew Foster,RP,SP,Indianapolis Anchors,35
152ea5be-1fc5-407f-95c4-1ab73335a511,Thomas Lopez,RP,SP,Indianapolis Anchors,24
a8b66305-e5c8-4d05-95f8-ab3da591e1fd,Samuel Owens,RP,RF,Indianapolis Anchors,31
9cb1afa8-5491-466c-a44e-355ba539f9fc,Tyler Nelson,RP,2B,Indianapolis Anchors,23
ad3af65e-90db-42b0-94b3-3e31a1e4df45,Joseph King,RP,RF,Indianapolis Anchors,34
a4255626-edf3-45e4-8055-7e4969a3ba52,Michael Edwards,C,SS,Indianapolis Anchors,21
74da77f0-5436-494a-8dfe-275e7f487f7e,Thomas Foster,1B,2B,Indianapolis Anchors,29
90ebecf9-2886-4173-b67f-d39500943741,John Morris,2B,CF,Indianapolis Anchors,28
3ba54629-6633-493c-9952-800924e445d8,Anthony Adams,3B,DH,Indianapolis Anchors,34
c04c90fb-e4e1-4839-ac77-61b604697051,Brandon Nelson,SS,C,Indianapolis Anchors,23
66a78b38-8d62-4089-90bd-0525cdf67574,Michael Nelson,LF,CF,Indianapolis Anchors,29
b767b8c2-2903-4883-bbed-e2f472b0bd24,Nicholas Owens,CF,2B,Indianapolis Anchors,22
0242f16d-8591-4802-b13b-4559d67b2610,Thomas Turner,RF,DH,Indianapolis Anchors,19
dbc1bb44-cd6d-4892-84c8-defeffb588b1,Nicholas Adams,DH,LF,Indianapolis Anchors,26
a74c21fc-4b2e-4aaa-8d9e-60da37f9678d,Samuel Reed,C,LF,Indianapolis Anchors,20
97ab85fd-ec9a-444f-b9ec-762431972cb2,Daniel Hayes,1B,3B,Indianapolis Anchors,25
c70c6973-d6f9-410f-a1cd-945bb2d01dff,Robert Foster,2B,1B,Indianapolis Anchors,34
f7c87040-cbf0-42f0-847b-e654a850f611,Brandon Johnson,3B,SS,Indianapolis Anchors,31
df5ad952-8c4c-4897-b5f4-aa14f6381fed,Matthew King,SS,RF,Indianapolis Anchors,28
5c744800-4172-4f95-a4d4-cc410c8cf918,Ryan Parker,LF,3B,Indianapolis Anchors,32
8b9f53c7-0961-4a6c-bda7-c0f79afdeebb,Samuel Walker,CF,1B,Indianapolis Anchors,22
b28a2a3e-729d-41ce-a214-6ea4ce6e299b,Tyler Lopez,RF,DH,Indianapolis Anchors,29
6a05d496-b4d5-4a9d-8ffd-bb5bf8d8782a,Daniel Irving,DH,SP,Indianapolis Anchors,19
663aac60-2af0-46f1-b308-f62724806a8f,David Adams,SP,RF,Indianapolis Anchors,34
54611114-9134-42d2-b088-e3a35a984086,Matthew Diaz,RP,SS,Indianapolis Anchors,28
631e7e7b-5a55-4dd7-82c7-aa0dc02a9ada,Andrew Johnson,C,3B,Indianapolis Anchors,37
0e44ead6-84b8-4f65-9dbd-9f3d64dfcd34,Mark Diaz,1B,CF,Indianapolis Anchors,23
fcd23b06-c711-430c-8379-120ce5ea793c,Daniel Carter,2B,RF,Indianapolis Anchors,23
b8de1578-fd4a-4ed4-934f-93c6cf5517d8,Matthew Owens,3B,C,Indianapolis Anchors,27
80de9171-04a5-4f24-ad79-8c8611146a00,William Baker,SS,CF,Indianapolis Anchors,29
c8c4cbdf-ff52-459f-b306-32824bd29eea,Mark Lopez,LF,3B,Indianapolis Anchors,28
5e3fe92c-0061-4e46-999a-2e7104ed5c65,Andrew Garcia,CF,3B,Indianapolis Anchors,28
69bb6886-a094-4e2a-b3b1-a2b1f69085cc,Nicholas Reed,SP,RP,Milwaukee Giants,30
22bbda78-acb8-44d6-ad1f-06126626aa73,Joseph Sanchez,SP,C,Milwaukee Giants,28
e32c6e31-655d-429a-a986-0c5bac37c132,Joshua Edwards,SP,LF,Milwaukee Giants,32
3af2fd58-d9ae-4b7d-a089-3a272e6eb239,James Johnson,SP,1B,Milwaukee Giants,25
0f684012-e19a-4689-ab13-50292d72dc25,Ryan Morris,SP,LF,Milwaukee Giants,29
a511dc4c-6f2c-4335-8e92-1e880e102a65,Jordan Garcia,RP,LF,Milwaukee Giants,27
00a876d1-5af8-4467-a334-d11a5227fe86,Andrew Sanchez,RP,SP,Milwaukee Giants,19
5f455dc7-eb6e-4157-a6fe-5a19e91900f1,Robert Reed,RP,2B,Milwaukee Giants,24
bd1d2729-aa77-412a-b865-2a9dbac07941,Tyler Baker,RP,SS,Milwaukee Giants,30
bf80d29e-d4bc-44ef-beb4-4e3a3928595c,Robert Carter,RP,DH,Milwaukee Giants,31
9f85e528-677b-442b-b81d-4551ca43a889,Joshua Lopez,RP,RF,Milwaukee Giants,38
5108611d-1584-4ee4-934d-d60cf490146b,Matthew Sanchez,RP,LF,Milwaukee Giants,20
10da03df-7e47-403c-a046-d0128750246f,Matthew Adams,RP,RF,Milwaukee Giants,19
fe290822-0df8-484d-ade0-387654923ad3,Nicholas Reed,C,CF,Milwaukee Giants,27
a1a2fe97-7a29-490b-ae7b-e4904a74761f,Joseph Lopez,1B,RP,Milwaukee Giants,27
b92831ba-3069-490c-9c6d-f8e27e135aa1,Jordan Adams,2B,SS,Milwaukee Giants,36
f7d168a2-a44e-4c24-8afa-a6593f736b0c,Samuel Foster,3B,SP,Milwaukee Giants,37
2f943cbc-4db7-4fd9-85b8-e5064101d08c,James King,SS,1B,Milwaukee Giants,31
6bfd32c7-ebc7-4f6a-94c1-a848ca6f0395,Ryan Turner,LF,SP,Milwaukee Giants,25
684fa2b9-29f1-40fc-a60b-cafdb03690f9,Mark King,CF,RP,Milwaukee Giants,34
c42ac468-05e0-463a-8783-f5b6d6057b07,Thomas Reed,RF,LF,Milwaukee Giants,20
fd12cd84-f4aa-46dc-9730-f51ecefb9028,James Edwards,DH,LF,Milwaukee Giants,38
c9a3fbbe-7490-47f8-8ded-cb53bc72d04b,Mark Adams,C,3B,Milwaukee Giants,30
c3356208-3f2a-43b3-8318-54e2da4fa69b,Michael Irving,1B,DH,Milwaukee Giants,31
eda63597-fd03-47dc-b753-30a78ff0dd3b,William Sanchez,2B,C,Milwaukee Giants,22
6f06fade-a17b-4515-831c-2d3694d325e5,James Lopez,3B,C,Milwaukee Giants,38
250d39d1-07d1-47fb-b2a6-6195773805cf,Brandon Carter,SS,3B,Milwaukee Giants,35
4fad18c7-ceda-43b9-9898-24080868102e,Samuel Diaz,LF,SP,Milwaukee Giants,35
ef3c4cc1-99a1-4ba0-9012-0e332129e22f,Andrew Diaz,CF,C,Milwaukee Giants,20
88ccadcb-72a3-4167-b62c-870a3950eb45,Anthony Foster,RF,SP,Milwaukee Giants,33
c2b0d65d-8dad-496e-bab6-066027fc7ce7,Nicholas Sanchez,DH,3B,Milwaukee Giants,38
94249c41-8cdf-4ba4-acce-2a6694858eee,Joseph Morris,SP,SS,Milwaukee Giants,24
a8236924-506f-48a1-9de9-f5181f2149d2,Michael Edwards,RP,1B,Milwaukee Giants,33
b0ec6019-91c6-4056-afea-a9da796cbe82,Matthew Owens,C,DH,Milwaukee Giants,34
05815140-78fb-4af4-bf28-d783c1cf0892,Tyler Lopez,1B,3B,Milwaukee Giants,36
4a618a4d-41af-4b09-a556-2e404624ae15,Jordan Nelson,2B,C,Milwaukee Giants,26
b10e6b71-702c-4ea0-9586-cba6138ac6c9,Michael Irving,3B,RP,Milwaukee Giants,19
0eca27dd-64ab-469c-a706-faac5455f6fd,Thomas Morris,SS,1B,Milwaukee Giants,38
56a3fed6-188d-46af-8ef8-a556fd7939ae,James Foster,LF,SS,Milwaukee Giants,21
f7845185-a747-44c0-85b6-84030d0a1969,William Adams,CF,RF,Milwaukee Giants,24
8ea81064-8ba4-436c-9a88-6be9e68a5d18,Ryan Adams,SP,CF,Chicago Dragons,33
0604fc0e-0190-44c5-9bce-92d9914aa60a,John Carter,SP,3B,Chicago Dragons,36
49b0509b-195c-48ec-b870-c704e892cd2a,Thomas Garcia,SP,2B,Chicago Dragons,38
61bcaac4-e846-4d2b-8f43-1c6e491c5b4f,James Turner,SP,DH,Chicago Dragons,20
266b7741-b1dd-42a8-8c2c-c6686a8f3efc,Brandon Walker,SP,DH,Chicago Dragons,36
e104aead-0cf1-4740-bfe6-04f691f1437b,Joshua Irving,RP,SP,Chicago Dragons,30
d5a18d33-128b-4f97-93ab-98eb461e7dac,Robert Diaz,RP,CF,Chicago Dragons,23
d6c2473e-a1d8-4efd-869c-c5bc08c41740,Joseph Morris,RP,LF,Chicago Dragons,34
c3bc6d5c-443d-4a63-b7c4-df24d7af3f20,Jordan Walker,RP,1B,Chicago Dragons,36
a5558aeb-8ece-45fe-a3ad-af54f9881299,James Foster,RP,3B,Chicago Dragons,19
b515313f-c6b9-4bda-9599-31fd2dfda4a1,Robert Adams,RP,CF,Chicago Dragons,19
f285ab18-df24-4176-b7b0-fb2703b02ec5,Joseph Carter,RP,SP,Chicago Dragons,20
3bf8c8a6-6c7d-4065-b638-c118b509ec14,Matthew Hayes,RP,2B,Chicago Dragons,24
8f52b9a2-2f64-4728-adc1-d188a65ba453,William Parker,C,CF,Chicago Dragons,25
4669a6b1-24eb-49d8-b37d-92dd21db45fa,John Baker,1B,RF,Chicago Dragons,36
ccfdcbe0-40f4-4e9a-97f3-54b57547ba12,Matthew Baker,2B,CF,Chicago Dragons,34
4a043215-c56b-466e-81be-4b8b7dc2266e,Nicholas King,3B,C,Chicago Dragons,20
cbe94ac9-c0c0-42bd-a19c-9a6f974227b4,Nicholas Turner,SS,C,Chicago Dragons,30
33baed50-4b00-4be6-9931-7ba361f08b38,Andrew Parker,LF,DH,Chicago Dragons,32
70c6d0fc-a3e7-416d-abbc-de328e196eb8,Nicholas Turner,CF,2B,Chicago Dragons,38
bd0a49f4-88b4-4ee8-b6ba-0b45b02a243e,David Morris,RF,DH,Chicago Dragons,37
d324bf14-a710-4227-a700-461047a45910,Thomas Foster,DH,LF,Chicago Dragons,21
15f8d8d9-2724-4000-be09-eab6095c4a4e,Thomas Sanchez,C,SP,Chicago Dragons,37
0439c8f9-ef02-4a84-a998-0b179fe8cdb7,Joshua Irving,1B,CF,Chicago Dragons,19
c7492b74-f1b3-4df6-a52b-45b51a37809b,Daniel Sanchez,2B,3B,Chicago Dragons,35
6bd26e52-9ddd-42f6-9571-ef1c80590e4c,John Reed,3B,SS,Chicago Dragons,29
42fd932a-64f4-4b60-aaf8-bdab69052fb0,Joseph Owens,SS,RF,Chicago Dragons,28
968bc3f2-e20d-4526-84c6-98a647f09263,James Sanchez,LF,CF,Chicago Dragons,22
6f92c691-a5b7-4ab9-abd2-f87de2eb5104,Brandon Nelson,CF,RF,Chicago Dragons,36
377bbdb5-cdba-4ec9-9cef-b28bf4465a95,Joseph Nelson,RF,SS,Chicago Dragons,29
2f0f0d70-c08b-4e01-b80b-88d103127a4d,James Turner,DH,CF,Chicago Dragons,37
1861cce5-dcca-4b24-8c59-b02ed802fa4b,Robert Baker,SP,RP,Chicago Dragons,23
0973360e-2ff8-4cb0-855a-55085268ed5c,Michael Owens,RP,2B,Chicago Dragons,36
5d81f467-3b67-4e40-8d47-a8254d644880,Joshua Irving,C,SP,Chicago Dragons,27
feb123f6-940c-492b-aa93-8f1a87c72cf0,David Edwards,1B,CF,Chicago Dragons,31
5406c88f-a3b7-4e0c-bb86-b5b0a3a56df8,Andrew Adams,2B,1B,Chicago Dragons,29
d951d6e0-2fdb-45ba-97e3-3986fc0a7b48,Joseph Morris,3B,C,Chicago Dragons,38
26afc4fb-ab0e-42c5-9cd6-e40855589ed5,Nicholas Owens,SS,RF,Chicago Dragons,34
22310797-29e7-41e0-bbb2-8b242b187db8,Matthew Owens,LF,SP,Chicago Dragons,22
47c769cb-4084-466f-bb96-b913642572c3,Robert Hayes,CF,SS,Chicago Dragons,23
837851d8-8bb1-46ab-b41f-23333c1d5ba2,Nicholas Irving,SP,2B,Los Angeles Sharks,24
6da15fc4-e26d-4177-97a7-cf31eb677226,Andrew Nelson,SP,LF,Los Angeles Sharks,28
a3cfb88b-29ad-4771-bcf5-7edbac54dc88,Nicholas Edwards,SP,LF,Los Angeles Sharks,21
7a6cdec4-737e-4eb2-9050-1f626de4b600,John Parker,SP,RP,Los Angeles Sharks,38
507c90a7-81c5-42f0-9c31-e9e0db3cdfe1,Nicholas Diaz,SP,CF,Los Angeles Sharks,28
094daae1-ccb9-487d-90b7-5b7fba4a7887,James Turner,RP,SS,Los Angeles Sharks,28
632adf26-04ff-4934-982f-379dc7fdaa70,James Johnson,RP,3B,Los Angeles Sharks,37
b11e085f-b1c5-482e-a14c-0b3a050d2fb6,Andrew Nelson,RP,2B,Los Angeles Sharks,37
70082397-7c85-4c30-b385-43ad007c78d6,Nicholas Hayes,RP,DH,Los Angeles Sharks,22
3a9a6826-a146-4c91-b8c9-1f252e3416ee,Ryan Sanchez,RP,DH,Los Angeles Sharks,31
125a58cd-af1c-4b14-999f-01bf6ef8701f,Robert Morris,RP,2B,Los Angeles Sharks,30
7a2a2f2b-894d-4259-8e87-3ac1fb81592b,Michael Lopez,RP,RF,Los Angeles Sharks,33
b51fa8f8-d4dd-4060-83be-1a9bf1180e85,Nicholas Reed,RP,SS,Los Angeles Sharks,38
a055c33d-8a0f-4595-a125-42d03b3ac58e,Nicholas Walker,C,3B,Los Angeles Sharks,36
b825eb22-bb75-4a43-b42a-712dcea5a96e,James Reed,1B,3B,Los Angeles Sharks,22
e2ed1c44-c060-4a2d-a5db-1145a3e305f1,David Lopez,2B,SP,Los Angeles Sharks,21
d5dd34af-b418-44ee-bf0d-0e445a2f9a50,Jordan Nelson,3B,SS,Los Angeles Sharks,33
168d00a4-0b3b-48d7-9877-67364cbbf4ea,Jordan Owens,SS,2B,Los Angeles Sharks,37
34446c9b-8685-4c55-9b6e-a5929ef9581b,Joseph Walker,LF,3B,Los Angeles Sharks,26
e17a1b03-7941-4b8f-8834-90d9773a1d8b,Ryan Reed,CF,2B,Los Angeles Sharks,28
b8a341c0-4e38-499c-b7cf-a41f9342bfee,Nicholas Nelson,RF,1B,Los Angeles Sharks,34
71409301-b1a9-4b60-8ddb-9882ef4098c1,David Garcia,DH,1B,Los Angeles Sharks,35
